Entity,Code,Year,Nitrogen oxide (NOx),Sulphur dioxide (SO₂) emissions,Carbon monoxide (CO) emissions,Organic carbon (OC) emissions,Non-methane volatile organic compounds (NMVOC) emissions,Black carbon (BC) emissions,Ammonia (NH₃) emissions,Unnamed: 10,median,mean,std
Afghanistan,AFG,1999,145768.52,4579.159,376810.34,32630.066,126066.16,9075.818,114780.125,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2000,119674.18,4437.0854,316562.66,27291.07,111165.164,7464.385,118502.664,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2001,89847.12,3425.623,325036.03,27541.535,103809.27,7492.722,110894.17,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2002,86248.336,2991.4312,281542.25,28554.984,97832.3,7725.579,122057.336,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2003,89143.44,4470.4985,305276.6,29039.686,111274.3,7897.691,124121.63,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2004,95600.055,5046.1567,315215.72,29581.21,111553.664,8061.5874,126759.77,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2005,108260.58,6244.7354,339300.84,29900.545,119502.29,8180.24,129380.51,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2006,124136.01,7121.6514,356311.72,30387.49,125078.875,8379.746,132955.0,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2007,131807.72,7938.491,443903.47,30558.775,142979.2,8489.503,127636.51,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2008,144581.97,11494.135,468303.22,30982.916,151355.5,9057.268,139248.5,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2009,214561.31,18800.117,654537.25,31610.29,189208.25,9900.709,142968.16,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2010,270985.3,21654.113,817373.44,32127.426,227614.0,10427.37,147022.72,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2011,306547.5,25825.701,986082.2,33109.992,267221.4,11102.213,152588.25,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2012,306655.4,26741.297,987310.4,33255.297,263755.56,11225.287,157442.83,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2013,294521.3,26122.514,982847.8,36489.832,267044.3,11931.156,162250.62,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2014,280556.6,28899.38,900423.5,37247.324,247106.97,12180.138,166939.7,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2015,334356.25,32022.324,1093878.8,37179.754,295472.44,12157.717,171815.27,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2016,317749.28,35261.19,955448.4,37062.086,261870.33,12214.242,176043.05,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2017,349547.3,34491.035,982104.6,37490.414,272016.28,12351.952,180250.92,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2018,349638.44,34989.33,1059901.4,37823.656,293526.25,12611.132,184283.47,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2019,375281.0,35689.973,1104277.8,38237.51,304892.7,12890.772,188264.98,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2020,387048.1,31505.04,1113043.9,38387.04,310868.22,12815.464,192214.23,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2021,395816.25,29132.088,1131925.8,38752.566,315717.47,13056.186,196174.62,0.0,2125.8563,69383.59726092104,119459.1478367189
Afghanistan,AFG,2022,389083.28,29595.871,1103443.5,38710.445,309743.03,13074.443,200062.94,0.0,2125.8563,69383.59726092104,119459.1478367189
